State,County,Percent_Fair_or_Poor_Health,Average_Number_of_Physically_Unhealthy_Days,Average_Number_of_Mentally_Unhealthy_Days,Percent_Smokers,Percent_Adults_with_Obesity,Food_Environment_Index,Percent_Physically_Inactive,Percent_With_Access_to_Exercise_Opportunities,Percent_Excessive_Drinking,Percent_Uninsured,Primary_Care_Physicians_Rate,Dentist_Rate,Mental_Health_Provider_Rate,Preventable_Hospitalization_Rate,Percent_Vaccinated,High_School_Graduation_Rate,Percent_Some_College,Percent_Unemployed,Percent_Single_Parent_Households,Social_Association_Rate,Violent_Crime_Rate,Polution_Average_Daily_PM2.5,Presence_of_Water_Violation,Percent_Severe_Housing_Problems,Percent_Drive_Alone_to_Work,Percent_Long_Commute,Percent_Adults_with_Diabetes,Percent_Limited_Access_to_Healthy_Foods,Median_Household_Income,Rate_100000,Rate_Level,Area_Name,POP_ESTIMATE
AR,Scott,23,4.9,4.9,20,38,7.2,37,88,14,12,19,10,10,5139,35,86,41,3.7,26,10.5,318,9.4,0,13,79,33,18,8,35826,410.0909091,4,Scott,10281
AR,Searcy,22,4.7,4.7,20,32,6.4,31,23,13,10,25,38,226,3439,22,97,45,4.3,20,5.0,127,9.3,0,12,70,37,16,17,31659,416.7,4,Searcy,7881
AR,Sebastian,21,4.5,4.8,22,31,7.3,30,78,15,13,129,74,329,4953,47,88,52,3.6,35,10.7,636,10.6,1,16,82,18,12,4,46843,338.225,2,Sebastian,127827
AR,Sevier,29,5.0,4.7,20,33,7.4,37,56,13,18,47,35,53,6610,47,92,39,4.7,26,8.8,216,9.9,0,17,74,37,14,11,44100,488.5545455,4,Sevier,17007
AR,Sharp,26,5.4,5.4,21,38,6.5,35,45,12,10,29,23,213,4389,36,98,49,4.8,37,15.5,0,10.0,0,14,80,31,20,10,36032,513.5833333,4,Sharp,17442
AR,Stone,23,4.9,4.8,20,39,6.3,33,58,13,12,48,24,96,4256,50,95,50,4.5,33,11.2,239,9.6,0,12,77,29,21,14,34009,373.2666667,3,Stone,12506
AR,Union,23,4.6,4.8,20,35,5.8,33,48,13,9,56,41,181,5023,45,88,56,5.6,42,24.1,583,9.8,1,17,90,21,14,13,45335,415.9222222,4,Union,38682
AR,Van Buren,21,4.7,4.9,19,37,7.1,31,57,13,10,24,36,72,3949,36,93,39,5.3,31,12.7,278,9.8,0,12,82,37,15,6,40486,387.0571429,3,Van Buren,16545
AR,White,20,4.4,4.7,19,31,7.3,31,57,15,9,51,32,180,6792,48,86,55,4.4,29,10.4,344,10.5,1,14,83,32,13,5,44811,553.6888888999999,4,White,78753
AR,Woodruff,26,5.1,5.0,21,42,6.4,41,50,12,10,46,46,62,7327,22,90,48,4.7,41,15.2,161,10.1,0,14,80,28,27,3,34306,545.3555556,4,Woodruff,6320
AR,Yell,25,4.8,4.7,21,38,7.7,35,54,14,12,56,28,19,11211,37,87,46,4.2,45,11.2,334,10.1,1,14,79,25,14,5,41729,468.77777779999997,4,Yell,21341
CA,Alameda,12,3.0,3.2,10,19,8.3,15,100,20,6,110,93,614,3298,44,87,76,3.0,26,6.5,629,10.4,0,24,61,46,7,1,101744,248.14444440000003,1,Alameda,1671329
CA,Alpine,16,4.2,4.4,14,23,6.9,21,100,20,8,0,0,454,2480,21,0,53,4.6,43,0.0,442,5.6,0,23,66,35,7,12,55384,287.775,2,Alpine,1129
CA,Amador,13,3.4,3.7,11,30,8.2,25,76,21,6,67,74,229,3115,46,88,61,4.0,28,7.8,237,8.9,0,19,81,41,14,4,58515,288.56875,2,Amador,39752
CA,Butte,17,4.2,4.4,14,27,7.0,22,84,20,7,61,71,645,4656,39,85,69,5.0,32,7.8,327,8.9,1,23,75,24,10,7,50945,330.4176471,2,Butte,219186
CA,Calaveras,12,3.4,3.9,11,31,8.2,31,60,20,7,44,48,164,3050,40,90,57,4.0,38,8.5,327,9.0,0,20,76,60,12,3,62984,332.72941180000004,2,Calaveras,45905
CA,Colusa,19,4.0,4.0,12,41,8.2,28,75,20,11,32,46,176,3534,43,89,49,12.9,30,5.0,201,8.7,1,18,77,33,21,3,57249,316.20588239999995,2,Colusa,21547
CA,Contra Costa,12,3.1,3.6,10,24,8.5,16,97,20,6,103,87,339,3379,45,88,71,3.2,26,5.6,336,11.6,1,21,68,51,9,3,101463,232.0941176,1,Contra Costa,1153526
CA,Del Norte,18,4.3,4.4,15,34,6.4,25,89,20,6,62,93,406,2869,36,81,44,5.5,34,4.0,609,8.5,0,22,74,10,10,14,48518,390.3,3,Del Norte,27812
CA,El Dorado,12,3.4,3.8,11,23,8.2,18,90,22,5,81,77,331,3277,45,89,71,3.6,21,5.9,218,9.3,0,19,77,39,8,6,81869,271.9166667,1,El Dorado,192843
CA,Fresno,24,4.2,3.9,13,31,7.7,20,78,17,9,67,61,347,4172,44,81,55,7.5,41,5.2,542,15.3,1,28,78,24,11,4,52318,319.4777778,2,Fresno,999101
CA,Glenn,18,4.1,4.1,13,32,8.0,19,66,20,11,18,78,114,5716,37,82,45,6.5,28,7.5,408,9.1,0,23,77,31,10,4,47365,342.0625,2,Glenn,28393
CA,Humboldt,16,4.1,4.6,14,29,7.1,17,85,21,9,69,78,452,2855,37,84,67,3.6,39,9.0,432,8.8,0,25,72,17,9,6,49471,329.90714289999994,2,Humboldt,135558
CA,Imperial,25,4.3,4.1,13,35,7.2,31,69,17,8,24,34,140,3679,31,85,52,18.1,37,4.4,366,13.5,0,27,81,22,9,9,46633,324.1888889,2,Imperial,181215
CA,Inyo,15,3.6,3.9,12,28,7.5,27,42,20,9,111,67,461,2288,40,40,60,3.9,27,7.8,600,7.3,1,17,69,15,9,12,53793,330.14444439999994,2,Inyo,18039
CA,Kern,23,4.3,4.1,15,32,7.7,22,76,18,9,49,48,189,4914,38,86,46,8.0,36,4.7,545,19.7,1,25,80,24,9,5,51586,356.0611111,3,Kern,900202
CA,Kings,21,4.4,4.1,14,29,7.8,24,44,21,9,40,59,202,4781,35,80,51,7.7,36,3.9,443,16.7,1,24,76,26,10,5,58255,310.3833333,2,Kings,152940
CA,Lake,18,4.2,4.5,14,25,7.0,23,66,19,9,45,45,362,3379,27,78,49,5.2,39,6.4,535,6.9,1,24,71,42,13,9,45086,341.75,2,Lake,64386
CA,Lassen,15,3.8,3.9,14,41,7.5,37,54,24,5,32,107,305,4434,33,86,37,4.8,28,5.1,587,7.4,0,16,81,18,20,7,57705,340.1222222,2,Lassen,30573
CA,Los Angeles,16,3.6,3.6,11,22,8.5,16,98,19,10,73,86,342,4346,38,82,63,4.7,35,5.7,488,14.2,1,33,74,50,8,2,67986,306.7333333,2,Los Angeles,10039107
CA,Madera,23,4.3,4.3,13,36,7.7,28,70,20,10,44,43,163,3584,36,83,45,7.0,32,4.5,620,14.0,1,25,77,38,12,9,53632,312.9611111,2,Madera,157327
CA,Marin,11,3.0,3.4,10,17,8.8,13,97,20,5,148,118,756,2012,48,87,76,2.4,24,8.7,178,10.3,0,22,65,45,5,2,122933,191.21333330000002,1,Marin,258826
CA,Mariposa,14,3.6,4.1,12,24,7.5,21,49,19,8,34,57,280,3317,27,86,60,5.3,31,8.0,431,9.2,0,20,63,39,7,6,51402,324.68823530000003,2,Mariposa,17203
CA,Mendocino,17,3.9,4.2,13,32,7.6,19,72,19,11,90,80,642,2743,28,84,57,3.9,42,7.8,640,8.8,1,28,74,21,8,7,51386,281.7388889,1,Mendocino,86749
CA,Merced,23,4.3,4.2,14,28,7.6,22,70,19,9,44,42,173,5413,41,88,48,8.3,37,4.4,555,12.0,1,25,79,30,14,7,56169,334.9611111,2,Merced,277680
CA,Modoc,16,4.0,4.3,14,28,6.8,25,46,18,11,68,80,365,3131,17,86,49,7.5,23,0.0,505,6.6,0,16,69,14,19,12,45227,350.3466667,2,Modoc,8841
CA,Mono,14,3.5,3.8,12,25,7.4,18,92,23,10,64,49,196,2685,42,36,62,3.8,22,2.8,262,6.1,1,14,48,15,6,15,66499,276.05882349999996,1,Mono,14444
CA,Monterey,22,4.1,4.1,12,28,8.6,20,90,19,11,60,69,360,3224,43,85,47,6.3,33,5.1,421,6.7,1,30,71,27,8,3,69665,241.75,1,Monterey,434061
CA,Napa,14,3.3,3.8,10,24,9.0,19,90,20,9,96,90,549,2743,41,87,64,2.9,28,7.4,398,10.6,1,22,76,32,9,2,85624,249.3941176,1,Napa,137744
CA,Orange,14,3.1,3.3,9,19,8.9,15,100,20,8,97,112,267,3107,46,89,70,2.9,25,6.2,214,10.6,0,27,79,42,9,1,89373,273.55555560000005,1,Orange,3175692
CA,Placer,11,3.1,3.5,10,21,8.5,15,94,20,4,124,105,299,2264,48,90,78,3.2,20,7.4,162,10.5,1,18,80,39,7,3,89175,277.75,1,Placer,398329
CA,Plumas,14,3.7,4.1,11,27,7.6,24,98,19,7,85,90,282,3349,23,81,71,7.5,35,11.7,575,9.9,0,18,76,23,11,2,55079,314.9777778,2,Plumas,18807
CA,Riverside,17,3.8,4.1,12,27,8.3,21,89,20,9,43,51,206,3750,36,89,55,4.4,30,4.0,291,14.8,1,26,78,46,9,7,66793,324.2,2,Riverside,2470546
CA,Sacramento,16,3.8,4.0,12,29,7.6,19,97,20,6,85,77,374,3917,44,81,67,3.8,33,7.2,508,9.1,0,23,77,38,10,4,69475,304.0777778,2,Sacramento,1552058
CA,San Benito,17,3.6,3.8,11,32,9.4,28,66,21,8,32,52,109,3669,47,90,58,5.1,31,4.1,299,6.2,1,24,80,50,9,3,80063,261.8944444,1,San Benito,62808
CA,San Bernardino,20,3.9,3.9,13,29,8.1,23,84,19,8,58,71,227,4585,30,83,55,4.0,36,4.5,442,14.9,1,27,79,42,9,8,63310,341.8,2,San Bernardino,2180085
CA,San Diego,14,3.5,3.5,11,20,8.4,14,97,22,8,80,88,371,3121,41,81,72,3.3,29,5.8,328,10.4,1,25,76,37,7,3,78777,274.39444439999994,1,San Diego,3338330
CA,San Francisco,11,3.0,3.4,10,18,8.2,14,100,23,5,154,153,900,3213,41,71,87,2.4,25,8.9,760,9.8,0,25,33,52,7,0,110601,245.9533333,1,San Francisco,881549
CA,San Joaquin,17,3.5,3.7,12,33,7.9,25,86,20,8,58,57,238,3961,43,82,51,6.0,33,4.8,787,11.9,1,25,78,38,10,5,63567,320.0944444,2,San Joaquin,762148
CA,San Luis Obispo,13,3.4,4.0,11,26,8.1,15,88,20,7,83,83,601,2270,48,92,70,2.9,26,9.1,408,10.5,1,22,74,25,8,4,70626,239.1166667,1,San Luis Obispo,283111
CA,San Mateo,12,2.8,3.1,9,21,9.1,16,100,19,5,106,102,376,2135,48,88,78,2.2,21,5.8,209,9.2,1,24,68,42,8,1,122930,230.2125,1,San Mateo,766573
CA,Santa Barbara,17,3.7,3.7,11,25,8.6,16,92,21,11,76,83,525,2161,45,87,59,3.9,32,7.7,318,10.2,0,29,68,19,9,3,75646,278.1166667,1,Santa Barbara,446499
CA,Santa Clara,12,3.0,2.9,8,19,8.9,16,99,17,5,104,115,348,2977,47,85,78,2.6,22,5.7,264,8.9,1,23,75,43,8,1,125933,224.0388889,1,Santa Clara,1927852
CA,Santa Cruz,15,3.7,3.9,11,19,8.3,11,94,23,7,100,79,761,2792,48,82,67,4.9,29,6.8,410,7.5,1,27,69,38,7,4,84213,240.1411765,1,Santa Cruz,273213
CA,Shasta,14,3.9,4.3,14,24,6.9,20,78,19,7,72,74,340,3393,40,87,68,4.9,33,8.0,726,8.4,1,22,82,15,11,9,53908,363.48571430000004,3,Shasta,180080
CA,Sierra,14,3.6,4.0,12,25,5.8,29,70,18,8,33,67,167,3101,18,100,54,6.0,39,0.0,422,6.7,0,11,65,39,7,28,52308,302.475,2,Sierra,3005
CA,Siskiyou,16,4.1,4.4,14,32,6.6,23,72,18,9,75,71,439,3256,31,80,62,6.7,35,10.7,344,9.6,0,21,75,22,13,10,47560,325.8125,2,Siskiyou,43539
CA,Solano,15,3.5,3.7,12,30,8.0,23,97,20,6,81,90,376,3456,38,81,65,3.9,35,5.5,476,11.0,0,21,77,42,10,3,82808,245.14444440000003,1,Solano,447643
CA,Sonoma,14,3.4,4.0,10,22,8.5,16,94,22,8,102,91,460,2710,43,81,66,2.7,30,7.0,368,10.1,1,23,75,31,7,4,81002,230.0277778,1,Sonoma,494336
CA,Stanislaus,18,3.9,4.4,13,31,8.0,24,91,21,7,66,64,211,4613,43,84,53,6.4,32,5.8,578,12.3,1,24,82,34,11,5,59616,325.6166667,2,Stanislaus,550660
CA,Sutter,17,3.7,3.9,12,32,7.0,25,67,19,9,76,71,334,4285,49,83,57,7.5,31,5.8,352,9.4,0,21,79,32,10,11,57879,321.8277778,2,Sutter,96971
CA,Tehama,18,4.2,4.5,14,28,7.1,28,59,19,8,47,56,181,3433,39,88,53,5.7,35,5.2,540,8.7,1,20,81,30,10,10,47572,329.15625,2,Tehama,65084
CA,Trinity,16,4.2,4.5,15,34,7.0,24,88,18,9,24,48,415,2912,36,74,60,5.7,39,5.5,380,7.8,0,24,67,23,8,7,40680,336.48571430000004,2,Trinity,12285
CA,Tulare,26,4.9,4.7,14,37,7.5,27,60,18,9,42,51,267,4469,41,86,46,9.6,36,4.9,382,17.8,1,27,78,26,9,8,48763,362.02777779999997,3,Tulare,466195
CA,Tuolumne,13,3.6,3.9,11,33,7.2,21,86,21,6,85,121,193,2464,45,86,58,4.6,31,9.0,316,8.9,1,21,81,26,10,10,56500,299.3882353,2,Tuolumne,54478
CA,Ventura,15,3.4,3.7,11,21,9.0,17,98,19,9,76,90,373,3359,45,86,64,3.8,27,6.1,240,11.2,1,24,78,35,9,3,84170,273.2944444,1,Ventura,846006
CA,Yolo,16,3.8,4.0,11,24,8.0,14,96,21,6,123,60,353,2878,50,87,70,4.2,26,6.3,332,9.8,0,23,68,32,6,2,67804,266.5611111,1,Yolo,220500
CA,Yuba,16,3.9,4.1,14,34,6.8,34,88,21,7,25,33,210,4921,40,75,60,6.4,33,4.4,414,9.6,0,23,78,43,12,12,47504,317.5722222,2,Yuba,78668
CO,Adams,17,3.5,3.8,16,28,8.7,20,93,19,11,44,61,335,3120,46,77,57,3.5,31,4.9,372,9.2,1,18,78,47,8,6,70199,272.65,1,Adams,517421
CO,Alamosa,23,4.5,4.4,17,24,8.2,24,83,17,13,79,114,1415,2265,41,80,60,4.2,21,10.3,0,4.6,1,20,77,12,6,3,42897,303.46666669999996,2,Alamosa,16233
CO,Arapahoe,12,3.1,3.5,13,22,8.4,17,98,18,9,84,105,359,3069,53,83,71,3.2,28,8.0,330,8.1,0,17,78,41,7,2,76665,227.88888889999998,1,Arapahoe,656590
CO,Archuleta,14,3.4,3.8,13,24,7.8,13,89,16,13,90,44,153,2929,32,84,67,3.4,21,12.0,190,4.4,1,19,74,16,5,11,53337,250.4916667,1,Archuleta,14029
CO,Baca,16,3.8,4.1,15,31,7.5,29,81,16,16,84,56,28,8662,22,91,66,1.8,22,16.8,96,5.6,1,11,79,15,15,8,38294,288.6111111,2,Baca,3581
CO,Bent,20,4.1,4.0,18,30,7.2,24,82,18,10,0,17,85,5023,35,82,28,3.2,32,0.0,133,5.4,0,19,79,20,8,12,37659,316.7,2,Bent,5577
CO,Boulder,12,3.2,3.3,11,15,8.3,10,96,20,7,124,103,699,2572,53,89,83,2.8,26,9.3,242,7.7,1,20,65,28,5,3,83591,201.22,1,Boulder,326196
CO,Broomfield,10,3.0,3.4,12,20,8.6,13,99,20,5,105,91,144,1582,58,0,87,2.9,15,6.3,51,8.5,0,12,77,44,7,5,96924,244.28823530000003,1,Broomfield,70465
CO,Chaffee,13,3.2,3.7,13,16,8.6,17,97,19,10,92,60,180,2715,47,87,63,2.7,23,15.8,61,4.2,0,14,70,21,7,3,56168,275.7625,1,Chaffee,20356
CO,Cheyenne,13,3.4,3.7,14,24,8.0,31,48,18,15,54,0,0,2371,38,83,59,1.8,15,0.0,80,5.8,0,8,79,14,12,10,54504,258.21666669999996,1,Cheyenne,1831
CO,Clear Creek,10,2.9,3.3,12,22,8.7,17,82,20,6,10,42,42,942,47,86,73,3.0,23,4.2,563,4.6,1,10,69,58,7,2,74019,271.0181818,1,Clear Creek,9700
CO,Conejos,23,4.3,4.1,16,26,9.0,26,22,15,11,61,12,24,2416,32,88,60,4.4,27,4.9,45,4.4,1,15,75,32,8,3,38777,279.96,1,Conejos,8205
CO,Costilla,28,4.8,4.5,17,28,4.7,25,41,12,15,0,0,26,3019,34,86,55,4.3,43,0.0,226,4.2,0,20,69,31,14,49,31557,265.4,1,Costilla,3887
CO,Crowley,19,3.9,3.8,19,31,8.0,21,33,20,11,17,0,0,3988,39,91,34,4.4,35,6.9,65,5.4,0,18,83,36,6,5,35880,258.0666667,1,Crowley,6061
CO,Custer,13,3.5,3.8,14,28,7.7,21,95,15,13,62,0,61,886,43,93,55,3.7,19,32.8,125,4.2,0,25,65,31,7,7,55242,261.46666669999996,1,Custer,5068
CO,Delta,16,3.8,4.0,15,27,8.0,20,73,15,11,79,39,158,2375,40,84,43,3.9,24,13.4,84,5.3,1,19,74,30,10,3,46786,290.8222222,2,Delta,31162
CO,Denver,15,3.4,3.6,15,17,8.1,13,99,27,11,132,74,571,2728,48,70,75,3.2,34,10.7,631,8.2,0,19,70,37,5,5,68069,294.52777779999997,2,Denver,727211
CO,Dolores,15,3.7,4.0,15,21,4.1,17,28,16,12,0,96,48,1980,32,92,63,2.8,45,0.0,175,4.4,0,14,56,32,6,49,47482,271.675,1,Dolores,2055
CO,Douglas,8,2.5,2.9,11,20,9.2,11,93,21,4,70,68,117,3171,54,91,88,2.9,15,6.1,114,7.0,1,11,77,42,5,2,120670,185.5235294,1,Douglas,351154
CO,Eagle,12,3.0,3.4,13,13,9.1,12,98,22,12,77,62,173,1140,52,75,71,2.7,22,7.9,144,4.2,1,18,74,31,2,4,86896,138.17777780000003,1,Eagle,55127
CO,Elbert,11,3.0,3.4,13,28,8.7,19,56,19,8,16,8,118,2563,41,87,74,2.8,15,4.7,4,6.2,1,14,80,70,6,7,98247,212.525,1,Elbert,26729
CO,El Paso,13,3.1,3.8,14,22,7.7,16,88,17,8,60,103,320,2906,46,77,75,3.9,27,8.6,400,6.1,1,16,77,27,7,8,67923,244.45,1,El Paso,720403
CO,Fremont,16,3.7,3.8,16,27,7.2,21,65,18,9,46,35,319,2658,44,86,40,5.2,31,9.5,225,5.0,1,15,81,23,8,11,47885,265.72,1,Fremont,47839
CO,Garfield,13,3.2,3.4,14,23,8.7,14,94,21,14,88,75,229,2290,44,84,55,3.2,19,9.6,189,5.1,1,21,72,43,4,5,74421,216.33333330000002,1,Garfield,60061
CO,Gilpin,10,2.9,3.4,13,27,9.1,19,82,20,4,33,0,65,0,46,81,77,2.5,15,5.0,286,4.6,0,24,74,64,5,0,72949,239.94545449999998,1,Gilpin,6243
CO,Grand,12,3.3,3.6,14,18,8.5,14,75,19,11,78,39,187,1627,46,85,64,2.7,26,15.0,81,4.1,0,15,66,31,5,0,69214,212.2333333,1,Grand,15734
CO,Gunnison,13,3.5,3.8,15,17,8.0,15,91,22,10,83,41,226,2620,44,96,81,2.6,30,15.3,179,4.2,1,20,58,17,2,4,61268,241.8222222,1,Gunnison,17462
CO,Hinsdale,12,3.3,3.7,13,24,8.2,25,42,16,11,0,0,247,0,20,100,73,2.6,30,0.0,255,3.8,0,19,71,11,5,3,62149,218.8,1,Hinsdale,820
CO,Huerfano,17,3.8,3.8,13,27,7.6,21,75,14,8,105,29,145,2630,27,87,61,6.5,37,9.0,409,4.4,1,16,70,27,8,13,38242,264.46666669999996,1,Huerfano,6897
CO,Jackson,14,3.5,3.8,14,28,8.3,23,87,17,14,144,0,429,5245,40,100,61,2.6,11,0.0,0,3.4,0,11,61,44,9,8,51457,231.5428571,1,Jackson,1392
CO,Jefferson,9,2.7,3.4,12,21,8.6,14,99,22,7,85,93,308,2427,51,85,77,3.0,24,7.8,254,8.4,1,14,78,44,6,4,85550,275.71666669999996,1,Jefferson,582881
CO,Kiowa,13,3.6,3.9,14,30,4.7,31,59,17,11,0,0,0,3055,31,100,65,1.8,30,21.8,0,5.8,1,10,81,17,9,43,44704,320.8285714,2,Kiowa,1406
CO,Kit Carson,14,3.6,3.8,14,31,8.4,21,28,18,15,56,14,84,4352,35,89,47,2.0,33,15.4,206,6.1,1,11,72,10,9,5,48342,266.4,1,Kit Carson,7097
CO,Lake,16,3.6,3.8,15,25,8.3,18,87,20,12,77,51,51,2308,46,55,61,2.6,32,6.4,202,3.9,0,13,67,52,7,8,51802,327.3285714,2,Lake,8127
CO,La Plata,12,3.3,3.7,15,18,8.4,14,75,20,12,113,89,385,1736,47,80,76,3.0,21,9.9,175,5.0,1,15,74,28,5,4,66219,256.5833333,1,La Plata,56221
CO,Larimer,12,3.4,3.6,13,20,8.1,13,93,22,7,88,78,346,2433,54,83,79,2.8,24,9.2,201,6.6,1,17,75,28,5,5,71306,181.70769230000002,1,Larimer,356899
CO,Las Animas,20,3.9,3.9,15,29,7.6,30,80,15,12,70,41,152,5223,27,83,56,4.7,30,9.1,147,4.8,1,16,73,18,10,15,41485,296.1222222,2,Las Animas,14506
CO,Lincoln,14,3.4,3.7,15,30,7.8,22,60,20,10,36,143,214,3957,42,81,26,2.4,25,12.6,100,5.5,0,13,71,18,9,10,46690,236.3666667,1,Lincoln,5701
CO,Logan,15,3.6,3.8,16,38,7.7,23,84,19,11,73,70,339,3179,43,87,59,2.9,26,10.0,301,5.7,1,14,77,15,11,7,53168,243.7,1,Logan,22409
CO,Mesa,14,3.7,3.7,16,24,7.4,16,77,20,10,111,72,323,3157,48,78,63,4.1,33,9.0,348,6.4,0,17,78,14,8,10,51132,289.88,2,Mesa,154210
CO,Mineral,12,3.3,3.6,13,21,8.5,18,100,16,10,131,0,0,0,47,0,65,2.6,37,0.0,137,3.8,0,11,49,15,6,4,60210,285.2,1,Mineral,769
CO,Moffat,13,3.4,3.7,15,26,8.0,22,76,18,10,38,45,174,3425,44,78,51,3.7,36,6.9,159,4.3,0,15,75,30,8,8,59500,215.61428569999998,1,Moffat,13283
CO,Montezuma,15,3.9,4.3,16,28,7.6,22,80,17,14,99,57,153,2207,39,75,59,4.7,32,8.8,159,5.1,0,16,81,20,12,7,50180,274.5583333,1,Montezuma,26183
CO,Montrose,16,3.8,4.0,15,21,7.6,18,87,15,12,74,88,249,2341,46,79,56,3.7,29,9.3,134,5.0,1,18,79,14,8,10,52576,292.54,2,Montrose,42758
CO,Morgan,17,3.5,3.9,14,35,8.9,22,72,19,12,71,74,214,2961,42,82,49,2.9,30,12.4,203,6.3,1,15,73,16,10,4,55387,245.53571430000002,1,Morgan,29068
CO,Otero,20,4.2,4.2,16,35,7.3,23,71,15,11,65,38,418,5465,44,92,62,5.0,40,12.0,158,5.7,1,18,79,15,12,15,40064,341.05555560000005,2,Otero,18278
CO,Ouray,11,3.1,3.5,13,22,8.4,17,71,17,9,125,124,145,1049,47,97,78,3.5,24,14.6,82,4.1,0,19,63,44,7,2,68900,177.4571429,1,Ouray,4952
CO,Park,11,3.0,3.4,13,23,7.7,18,72,19,9,17,16,86,1973,43,87,65,2.9,13,4.5,112,4.5,0,14,72,64,4,14,72121,196.6923077,1,Park,18845
CO,Phillips,14,3.2,3.7,12,31,8.9,25,83,17,13,116,0,93,3336,35,81,55,1.9,8,23.3,161,5.9,0,18,73,22,12,2,52367,318.4,2,Phillips,4265
CO,Pitkin,11,2.9,3.3,12,14,8.5,14,93,20,12,73,61,368,1566,54,96,81,3.8,34,19.6,62,4.0,0,16,52,21,2,2,89034,121.36666670000001,1,Pitkin,17767
CO,Prowers,17,3.8,4.0,15,34,7.7,21,55,17,14,41,66,189,5154,31,95,59,3.3,38,10.8,57,6.4,1,14,78,10,12,13,42455,280.6714286,1,Prowers,12172
CO,Pueblo,23,4.2,4.3,16,29,7.3,22,65,16,8,64,67,512,3511,53,85,63,4.9,40,8.5,630,6.0,1,18,83,22,10,16,48308,259.7375,1,Pueblo,168424
CO,Rio Blanco,13,3.3,3.7,14,26,8.2,19,95,20,9,140,79,253,2516,20,95,68,4.4,23,10.9,97,5.7,0,12,69,17,4,2,63411,245.65,1,Rio Blanco,6324
CO,Rio Grande,17,3.8,3.9,14,28,8.4,21,78,16,14,115,62,27,5389,29,85,59,4.8,26,17.7,201,4.4,1,17,77,14,8,5,44171,310.6222222,2,Rio Grande,11267
CO,Routt,11,3.1,3.7,14,16,8.1,10,86,23,8,123,97,307,1358,57,93,77,2.7,18,14.7,159,3.9,1,19,68,25,3,5,81033,198.2571429,1,Routt,25638
CO,Saguache,21,4.3,4.4,18,29,7.8,24,48,14,17,15,15,73,1797,32,68,44,4.6,22,13.6,176,4.1,0,17,69,30,14,10,36869,316.3111111,2,Saguache,6824
CO,San Juan,15,3.7,3.9,16,25,5.4,21,100,17,9,140,0,0,0,55,0,67,3.1,17,0.0,72,4.0,0,16,63,11,4,41,46878,237.88571430000002,1,San Juan,728
CO,San Miguel,12,3.2,3.6,14,19,8.3,15,82,20,12,75,61,293,996,35,97,78,3.5,26,5.0,114,4.6,1,30,50,30,2,2,69458,120.28333329999998,1,San Miguel,8179
CO,Sedgwick,15,3.6,3.9,14,27,7.9,26,63,16,12,43,43,0,2387,19,70,71,2.6,38,17.1,338,5.7,0,12,70,27,11,5,40009,324.4833333,2,Sedgwick,2248
CO,Summit,11,3.1,3.4,14,16,8.3,11,100,22,11,62,90,293,1606,55,95,72,2.2,23,5.2,176,4.1,0,24,76,14,3,7,80078,138.5571429,1,Summit,31011
CO,Teller,10,3.1,3.5,12,21,8.7,15,82,18,8,49,52,159,3628,39,83,71,3.7,27,9.7,242,5.0,1,14,77,54,7,2,64850,248.5411765,1,Teller,25388
CO,Weld,14,3.2,3.7,14,29,8.8,19,78,18,9,49,45,255,3197,50,85,63,3.0,23,6.3,273,8.6,1,15,80,40,7,5,75629,227.525,1,Weld,324492
CO,Yuma,15,3.5,3.8,14,28,8.1,21,73,17,13,50,40,100,3649,14,85,63,2.0,30,13.9,5,5.9,0,9,70,14,9,7,53253,305.4833333,2,Yuma,10019
CT,Fairfield,11,2.6,3.0,10,21,8.7,18,97,19,9,92,93,306,3794,52,90,71,4.0,26,9.2,238,10.0,1,21,72,35,7,3,91183,237.8533333,1,Fairfield,943332
CT,Hartford,13,3.0,3.7,11,26,8.2,22,97,16,5,92,104,504,4247,54,84,69,4.2,36,10.4,270,7.6,1,17,81,29,10,4,73037,250.56,1,Hartford,891720
CT,Litchfield,11,2.8,3.6,12,28,8.7,21,83,18,5,63,66,251,3635,54,89,68,3.8,23,10.6,106,7.9,1,15,84,40,9,3,76304,253.78666669999998,1,Litchfield,180333
CT,Middlesex,10,3.0,3.6,11,26,8.5,19,97,19,4,71,77,424,4402,56,96,76,3.5,27,10.5,110,8.6,1,14,82,41,7,5,88709,243.22,1,Middlesex,162436
CT,New Haven,14,3.3,3.8,13,28,8.0,22,95,19,6,88,77,437,4231,53,86,66,4.4,37,8.6,329,8.4,1,20,78,33,10,5,67720,247.6466667,1,New Haven,854757
CT,New London,12,3.1,3.5,12,30,8.0,21,92,18,5,64,72,382,4332,50,89,66,4.0,36,9.6,283,7.8,1,15,80,29,9,7,67790,250.3533333,1,New London,265206
CT,Tolland,10,3.1,3.3,11,25,8.2,19,77,19,4,50,50,234,4029,58,91,75,3.6,24,7.1,0,8.1,1,13,80,44,8,8,89584,266.08666669999997,1,Tolland,150721
CT,Windham,13,3.1,3.9,14,30,8.2,23,82,17,6,46,49,332,4763,54,83,62,4.5,36,9.5,0,7.2,1,16,83,39,11,5,65182,290.55625,2,Windham,116782
DE,Kent,19,4.1,4.7,17,35,7.9,31,67,17,6,46,40,176,5870,53,90,60,4.1,40,8.9,448,9.3,1,16,82,34,13,4,54980,270.26,1,Kent,180786
